Subject	Content	SA							
1	state farm just postponed my sale date scheduled for tomorrow for a new short sale listing taken today for $1.9...	0							
1	"anybody wanna go see hotel trannsylvania, frankenweenie, pitch perfect, and that movie with viola davis as a teacher with me tomorrow?"	0							
1	"i may record the first few episodes of the next lp tomorrow. wanted to get more info ready, but i'm think i'm good with what i have."	1							
1	just noticed that the music for bittersweet symphony is credited to mick jagger and keith richards. find out why and you may dislike them.	-1							
1	"dear devon alexander, how does it feel to be the 1st person ever to be booed at the barclays center? #brooklyn"	-1							
1	"working all weekend, but my love is going to treat me to olive garden tomorrow night after work. #spoiledgf #lovemesomeog #sosweet"	1							
1	"#ronpaul campaign manager doug wead: contrary to media lies, doing just great with delegates even after super tuesday"	1							
1	i play cribbage at the eagles club on thirsty thursday. #partyanimal	0							
1	viola davis in a black & white max mara dress at the  29th annual fashion group international night of stars	0							
1	we dont care about carling cup! save it for #looserpool! yeah we lose also i wont be crying all night long on wednesday night!	-1							
1	"met slum village, just blaze, and 9th wonder. saw fred the godson, raekwon, nipsey hussle, and trae the truth perform, all in one day."	0							
1	philly!!!  will be rocking a free show @ the liacouras center @ 7pm this friday! come through and watch how we get down!!	0							
1	seeing videoclips back from the rammstein concert in march.. now i feel sad. :(	-1							
1	meryl streep is like the coolest woman ever!! i want to be related to her! may go watch #itscomplicated	1							
1	1 & half eps. 1st was proper debate. next ep did my best keith richards impression with the tv. neighbours gave 10's for distance	0							
1	mommy's bday is the 17th.... not sure what to get her yet	0							
1	today's al-ien #nascar person of the day is friday hassler- died in a crash  1st daytona 500 qualifying race in 72	0							
1	george zimmerman is not going to win this trial he may as well plead guilty	-1							
1	love taking a youtube break next day hd tv will be here and saturday will be a beast vid	1							
1	not gonna lie journey to the mysterious island may be a kid movie but i think its pretty fuckin funny	1							
1	"scummy saha will play against us on saturday , i hope he won't score like how he scored in the north london derby"	-1							
1	goin make my first trip of the season to rupp on monday!	0							
1	"the impatient and arrogant mars / jupiter opposition has separated, but may still get one last go when conjuncted by the moon tonight."	0							
1	supposedly the black forest is getting some snow this weekend! did we only imagine the 27 celsius last sunday?...	0							
1	greensboro dmv employee charged with embezzlement - nov 1 @ 4:53 pm et	0							
1	no worries it's goin down friday night club visions.! greensboro nc.!	1							
1	two of my oscars died today. don't know why. i guess they couldn't stand it out till november 6th.	-1							
1	\these birds dont buy the sun\ banner at the carling cup final for mikey dye & the lfc96 #dontbuythesun	0							
1	"hope my interview go a1 tomorrow , i really want this job ."	1							
1	may even join you at joseph wright	0							
1	"prince william met 'the rottweiler' camilla parker bowles and she came out ...: harry may be full of mischief, a..."	-1							
1	"so excited to be at the bold manor with  team, preparing for bolder arrival on sunday!  (via"	1							
1	jeremy evans just posterized turiaf watch sportscenter tomorrow morning so u could see it	0							
1	we have lots of chocolate left-might have to take it to nns on sat! rt:  anyone have an excess of sweeties left from last night?	0							
1	"attn male tulane students!! if you want to get on tv, go to tj quills this saturday night at 9pm. i can't tell you anymore. spread the word!"	0							
1	hoping i can somehow make the volleyball game tomorrow #please	0							
1	said you made keith richards look baby faced.  *may not have actually said this.	-1							
1	wabasha got into the silica-sand brouhaha tuesday in hearing on cup for a sand loading site. the sand question will be with us for years.	0							
1	going holiday eh ? haha going to melaka tomorrow :)	1							
1	"how we do football sunday at the turner house. big screen, little screen, ipad. #gobigorgohome"	0							
1	the pro bowl definitely isn't better and nba all-star game is trash until 4th qtr	-1							
1	every time i wear this hoodie ... i think of the hoodie march .... and trayvon martin ... and the ppl i knew personally who died	0							
1	"and he hasn't lost a match since apr 2nd last year, that's consistent, and never forgetting cannavaro, the 1st defender to win it"	1							
1	"perfect little planet, the challenger learning center of tallahassee's new planetarium show premieres tomorrow!..."	0							
1	going to a sunday matinee of dredd 3d. probably most excited for the return of lena headey's natural hair color. sarah connor > circe	1							
1	"congrats to the teams who competed at #nccdc7, including 1st place u. of washington, 2nd place us air force academy and 3rd place texas a&m!"	1							
1	"jesse jackson, in #gso, says he's headed to sanford fla, where trayvon martin was killed, saturday night."	0							
1	"review : black friday 2012 gerber 31-000758 gator machete with sheath:  find, shop, see reviews , buy black frid..."	0							
1	it's ok; i understand. i though i was gonna die when i sat so close to the stage at your concert in greensboro last friday!	1							
1	"in his session at the 11th international cloud expo, ronald bradford, founder & ceo of effective mysql, will dis..."	0							
1	anyone out there know how i can go along to the rugby expo at twickers on nov 14th? #takemeimyours	0							
1	"happy friday! if i could make those words any bigger or bolder, i would! lol :) have a great weekend all of our pjd friends!"	1							
1	"they are truly changing the world one life at a time. if you're in mesa, az tomorrow come join me and my friend  for a fun night!"	1							
1	then i will refrain from telling you about my plan to watch mysterious island with my son tomorrow night.  (he's 6)	0							
1	i think you can get them on ticketek? and they go on sale tomorrow.. i think... :)	1							
1	"the sun had now completely risen, and the whole facade of granite house became illuminated by his rays; but in the interior as well as on t"	0							
1	hahaha for real he's at fox theatre on dec 7	1							
1	#skatenight tonight 8pm stardust skate center free b4 9:30pm hosted by #saab its always fun when you rolling!!! haha x5	1							
1	2 fa cup sf's carling cup final lost on pens he may not have been a true leader but he certainly took us places we ain't been.	0							
1	"breeders' cup fans, watch sky2 @ 7am sat & sun.  sat r5 to 9 live & sun r6 to 12 with  live. other bc races will be replayed."	0							
1	saw the 1st team training and saw edgar davids. looks like deece baller for a 39 year old. training monday!	0							
1	is anyone i know going to the joseph wright induction day on wednesday? #loner #scared	0							
1	sportsnation  just wont let jeremy evans dunkface go. this is the 3rd time ive seen it all week. still funny though	1							
1	<3<3 nipples >=) the elite after olympics party is the place to be saturday oct 27 @ oneil's place!	0							
1	good chat this morning with  about  terrific run in the fa youth cup. lead report in friday's echo.	1							
1	departure of ship: stanford provider port: abu dhabi time: nov 2 2012 5:03am (utc) (time of arrival/departure is the time the ves...	0							
1	tomorrow's goal: do my hair like amy lee's on the my immortal music video :)	0							
1	"spree books for a fiver in aberdeen, edinburgh and tayside - only until wednesday!  - you can take advantage of..."	0							
1	tomorrow maybe!? like during tok and lunch? i'll go tomorrow and you can go wednesday? :)	0							
1	"who's ready for the labor day weekend? the singapore slingers tomorrow, ian moore saturday, del castillo sunday."	0							
1	the 1st black woman to ever host the academy awards was=> i want to be like her! #blackhistorymoment	1							
1	also i wasn't aware that the buffalo had escaped from its paddock and made its way to tayside. i'll try to round it up on sunday.	0							
1	"christianity is a life style, not just a quick sunday service or blessing of food. live life as a light. be different then the world #wwjd"	0							
1	fm preview: west ham united v sunderland 22 sep 2012 - footymad attempt to assist you with their form guide as west ...	0							
1	may i have an industrial revolution code for my pre-order of bioshock infinite? i got one from the store but cant redeem.	-1							
1	"i was supposed to go to the covina game tomorrow to see josh, i don't even know wtf i'm doing!"	-1							
1	i feel like viola davis is being cicely tysoned but i'm going to bed. i may awake to hate tweets.	0							
1	"i am selling 2 tickets to see  at london o2 arena on the first date on their 2013 tour. friday, (cont)"	0							
1	can't wait for  to hit up az on sunday! let the debauchery begin!	1							
1	i may be the only person in pottstown right now	0							
1	"tressa and libby are here but we split up today and we will meet up tomorrow night.i like it here, its alot like minnesota."	1							
1	i miss u to & i loved it .. ctfu i'm soo mad the dj didn't play that last night .. we better be going to ricks cafe tomorrow	1							
1	mumford & sons tickets for the extra london o2 arena show on dec 18th are onsale now.  #mumfords	0							
1	"north has a half day thursday, einstein doesn't. anyone wanna go see ms.kable with me?"	0							
1	sacha baron cohen may be the funniest man on earth hahahaha	1							
1	\ enter our competition to win a london children's map puzzle just follow and rt.closes friday 8th	0							
1	kainis! bukas na pala first day ng secret love (sungkyunkwan scandal) sa abs-cbn. eh may pasok kami bukas. diaje naman oh!	0							
1	bitch u shoulda came with me saturday sooooo much fun. met romeo santos lmao na i met his look a like	1							
1	great mbb game - felt good to be back at the vadalabene center - great staff/promotions too! wbb tomorrow - can't wait!! #siuenation	1							
1	the comedians from chelsea lately will be at the fox theatre tomorrow! i'm so excited!	1							
1	think i'm going to a a1 concert tomorrow. do you guys know who they are? haha	0							
1	so #cabinfever2 isn't as good as the 1st one...it's better than taylor allderdice tho	1							
1	nasa measures extragalactic background light!  awesome implications for understanding the big bang better!	1							
1	thursday's rainfall @ bdr was 0.04\ bringing the monthly total to 2.07\. that's more than an inch below normal (3.10\).	0							
1	"haha dude it was mental, by far easiest defensive driving course created. yeah i heard thalia and caroline are coming thursday!"	1							
1	ricky ponting was pulled out of a sheffield shield game on friday with a hamstring injury.: ricky ponting was pu...	0							
1	whoever's going to a$ap rocky wit me on the 8th better buy their tickets like today. i think imma get mine soon	0							
1	"big thurs coming in hs football: richwood @ ouachita, grambling @ ocs, & st. fred  will have you covered all wk"	0							
1	\ whos going to the millard north game tomorrow??\ who do they playy ?	0							
1	dollar rises on concerns about global economy: the world bank cut its growth forecast for asia monday and said t...	0							
1	jungle island makes good on $2 million payment: jungle island made good wednesday on its promise to the miami city...	1							
1	i guess i'm goin to the marana game on friday with	0							
1	how in the world do you go the nfl combine knowing u have a chance to be 1st rd pick & test positive for marijuana? #reallystupid	-1							
1	"friday could turn out to be a big day in the case of george zimmerman, who is accused of murdering trayvon marti..."	0							
1	"it's nov 2 for book swap, not the 4th! but you'll work that out when you follow the link!"	0							
1	look out for the goon tape by rocket droppin tomorrow and underdogs do win by yung brodee i got beats on both this shit don't stop! #wescoas	0							
1	"win 4 free tickets to party with roger sanchez this friday, september 14th at hq nightclub by tagging the 3..."	0							
1	got nothing going on friday night? good cause now you do! come on down black forest in eugene. if 100 people show...	1							
1	friday fish fry and football with tressa! #ffffdate	0							
1	the prediction machine loves kc +8.5 tonight. kermit has fucked me every thursday. went w sd.. so i'm gonna lose cuz that's how it works.	-1							
1	"abl update: singapore slingers leading over ph patriots, 32-25, in the 2nd qtr"	0							
1	ni**as in paris. may be better than the original.  via	1							
1	monday's rain (0.38\) @ bdr brought the monthly total to 1.86\ which is just above normal (1.80\) through yesterday.	0							
1	delicious new items start this wednesday here at #rosamexicano it's time to get in the fall mood with these awesome new items!	1							
1	haha.... mum gave me my work wage for tomorrow for ticketek so that i don't go to work (if that made any sense) just to stay home. thanks	1							
1	see how mick foley wins his first wwe championship and turned the tide against wcw in the monday night wars!...	0							
1	"i would put gillard 2nd best behind hawke, rudd 3rd, keating 4th, then all the rest, then howard last #showdown"	0							
1	"we have another skate class this monday at the skate center! it's from 6:30-7:30! bring yourself and your kids, fun times will be had!"	1							
1	"review : black friday 2012 como stylish white cat shaped watch with key chain clip:  find, shop, see reviews , b..."	0							
1	did any of you party with jeremy evans in dallas on saturday at the \posh cool down\ at club posh?	0							
1	headed to footloose on sunday in garner! spots left in #theannevan if you wanna tag along #northiowaschoolplaytour	0							
1	end of the 1st quarter.  are down 16-14 to the wichita wild	0							
1	bowling comes to downtown disney! splitsville is scheduled to open in december. check out how the construction...	0							
1	looks like i'm going to bolder tomorrow.	0							
1	great double-bill on saturday for tjff! win tix to check out the jean dujardin comedy from	1							
1	get well soon tressa! have a nice day tomorrow :))	1							
1	last saturday's london children's book swap went swimmingly! see pictures here and read about it on the blog:...	0							
1	oneil's barber & beauty open right now...449 acadian thur (next to chicken shack) $7 all even with a line back 2 school special(domino only)	0							
1	"till june 5 nalang ang botohan! so make sure you vote deniesse, wendy, jazz and divine on fhm 100 sexiest! :) #thv'spride!"	1							
1	anybody here on natchitoches got a membership at the warehouse an free to workout tomorrow	0							
1	"world bank earmarks $245 million for myanmar, outlines 18-month work plan: the world bank said on thursday it ha..."	0							
1	brook marie had the chance to attend the 10th annual honey shine mentoring program luncheon yesterday at jungle island with a few...	0							
1	"trying to come up with a rockstar for  18th, so far emilie autumn or amy lee seem like ideas"	0							
1	#nhl #cba -- nhl source tells john buccigross that the league will cancel winter classic and all-star game next monday if no cba.	0							
1	start your weekend off right at east tonight with pure friday.   enjoy delicious graze dining from 6pm and...	1							
1	multiple reports sate the #dolphins appear likely to draft texas a&m qb ryan tannehill with the 8th overall pick. #nfldraft	0							
1	"i don't ever skate etnies, but ryan sheckler 7's the marana is too sicc! as soon as it comes out in november i'm buying a pair :-)"	1							
1	new mixtape monday!!! hosted by  and trina!!! i keeps it moving!!!!	0							
1	"ugh sooooo mean!! oh yeah before i forget! we have a quiz on nca and english tom, the english analysis she gave us last wed"	0							
1	saturday in the d...bill maher at the fox theatre killed tonight...heard there was some other things going on across the street.	0							
1	world bank  approves us$50 million for  improving compliance with industrial wastewater treatment regulations in vietnam - oct 25th	1							
1	pals knock2bag tonight at rich mix! come and hang out. also you can catch me on russell howard's good news tonight and tomorrow.	1							
1	the next winner of an hd tv will be drawn friday 17/02 - have you entered the #pplhdtv #competition yet? details here:	0							
1	"hello everyone.tuesday night like always beef kabob special it is delicious,acoustic open mic with brian ruskin..."	1							
1	"watching when harry met sally, how i love that movie!!! a) it's nyc b) it's billy crystal and meg ryan :) what a perfect start to friday!"	1							
1	"movies tomorrow with jacob :) seeing paranormal activity 4, hopefully i don't pee myself ._."	1							
1	anybody going back to melaka tomorrow? can i get a lift please?	0							
1	nah i gotta take the act tomorrow and from there go to beaumont for oscars game	0							
1	"naww , she got friday , good deeds  , & 21 jump street ."	0							
1	november 11 you'll probably see me at the house of blues. #mp #themaine	0							
1	fm preview: west bromwich albion v reading 22 sep 2012 - footymad attempt to assist you with their form guide as wes...	0							
1	today i spent all of the money at h&m & topshop. thought i might faint in zara so that has been postponed until tomorrow. also: sun!	0							
1	"that's me exactly!  hahaha...6th and 7th grade everyone made fun of me then it was all \edward omg, jacob 4 lyfe\ s t o p"	1							
1	but my bday is tomorrow and i have to spend it in natchitoches away from my family<<<<<<<<<<<<<<<	-1							
1	it's going to be a sad day in port charles tomorrow!   #jasonmorgan #stonecold	-1							
1	"mark cosgrove has just completed his 12th shield ton, which is his 6th at adelaide oval. sa v tas 222/1. the..."	0							
1	back to norwich city tomorrow to do loads more shopping as we couldn't fit it all in on monday... #shopping #norwich #addicted	-1							
1	trudat! the case is now state of florida vs george zimmerman! i may need to seek some educating about that.	0							
1	listening bear mccreary battlestar galactica' ost makes me wanna see this amazing tvshow again. one day i'll see it for the 4th time :p #bsg	1							
1	see you tomorrow in port charles hope you're enjoying big brother :)	1							
1	wrapping up a 14 hour day in huntsville. love watching the labs and my students work. can't wait for more tomorrow.  woohoo!  #thealienlife	1							
1	"- win tickets to the 1-night theater event, happiest baby, on june 21. enter by june 10. find a theater near you..."	0							
1	"becker answers with 65-yd td drive,  12-yd fade to brett watercott. becker 26, zimmerman 7. 2:41 3rd qtr #mnscores"	0							
1	"quiet saturday night, watched taken and journey to mysterious island. pert near time to go to bed, got church in the morning."	0							
1	last push! last day of training before the break! then i'm off to bkk on thursday!!	0							
1	"cant wait for the match tomorrow, bring on the barnet and bring on edgar davids!"	1							
1	clearwire investor demands sale of spectrum: sprint nextel may have designs on the struggling cellphone network ...	0							
1	#hot30sgo1denticket may the odds be ever in your favour aussie directioners!	1							
1	#trayvon my daily tweet(s) 10/17 and 10/18 in memory of trayvon martin - killed 236 days ago.~may you rest in peace~ (love to the family)	-1							
1	the #lakings hve been so good on #nhl13 that the real team might disappoint me. jeff carter has 43 goals thru january. #isthatpossible	1							
1	"\ go to youtube, search ni**as in paris (no stars)... go to the 1st one & listen from 2:15 - 2:30.\ why? o.o"	0							
1	"brian may reveals that the freddie mecury biopic has 2014 release date, and sacha baron cohen is to play the singer"	0							
1	"make sure to come to the bob jones game friday! free hot dogs, hamburgers & food outside the gate! & watch bob jones take on austin high!"	0							
1	jupiter's almost perfectly in line with the moon. rather beautiful. may try looking at it tomorrow night via the old telescope.	1							
1	another nca football coach needs lessons in pr 101. #1 don't make matters worse by trying to intimidate the media.	-1							
1	"no match for kmw reserves this saturday, believe 2 of the younger members are daft enough to be going to the valley instead #ohdear"	0							
1	last day of bca tomorrow. -lori of off say yes to dress has breast cancer. :(	-1							
1	"typical saturday afternoon, hanging with steve whitmire - who plays kermit, ernie, rizzo the rat, and others"	0							
1	"glad its friday, but i wanna go to the ncs game... no fun when there isn't anything to do.."	1							
1	dutch uncles obviously 'crept up on you' more than u realise 'dutch uncles' lp on tapete pre dated cadenza... are on 3rd now!	0							
1	"at noon today, you'll know why #youcount tune in to abs-cbn to see the 1st #tvc of the biggest & d' brightest #bpo employer in ph #convergys"	1							
1	just saw the today show with 98 degrees from friday...jeff timmons got so hot...bring back all the boy bands. #nsyncforlife	0							
1	"tiffany, cnblue's yonghwa and b2st's kikwang mcs for the sbs k-pop super concert nov 10 via magicsnsd"	0							
1	"hopefully we play more or less the same team as saturday...garner, ball, jones, hooman, brown, connolly, burnell, keats, low, allen & canham"	1							
1	just turned tele back on and caught the end credits to saturday kitchen live #ffs #failure	0							
1	"on modern family, when sofia yelled ''c'mon estella'' and ran into the pool, omg i laughed like never before."	1							
1	awesome round and congrats on your 1st tour victory! enjoy the ritz carlton and kapalua plantation course...you've earned it!	1							
1	next gigs will be 10/23 @ pocket sandwich theater with singapore slingers and 11/7 at bryan st. tavern for wed. night jazz with my quintet.	0							
1	"just had the amazing  pick up her bespoke fascinator for derby tomorrow, love this time of year #melbcupcarnival"	1							
1	red carpet special on  tonight and pics on  tomorrow plus deets on where to find the fashion #vnzma #vnzmas	1							
1	flashback friday:the dallas stars settle victoriously in to their new digs at the aac. watch: first game	1							
1	"join us for bed, breakfast and evening meal on monday 3rd december and have james martin cook your dinner and then come out to greet you."	0							
1	d.j. king suffered broken right hand in fight with krys barch oct 24 2009 stlblues vs dallas stars; missed 3+ months	-1							
1	tomorrow night at the roxy come check out the saturdays  you won't be disappointed!	1							
1	missing half the day for the tok speaker tomorrow and friday is a day 6. chill week	0							
1	yes...okay i'm going to sleep night tressa talk to you tomorrow hun!  xx	0							
1	really liked tobacco rd. i'll have to run through the whole album tomorrow before the wbb game.	1							
1	going to ace tomorrow's paper with no mercy at all	1							
1	"better yet, anyone going to zimmerman on saturday sober?"	0							
1	"if your kids feel nervous about sandy, these hurricane tips from kermit, big bird and al roker may help to calm them"	0							
1	stimulating & promising speech of the world bank's president jim yong kim in the annual meeting held in tokyo on oct 12	1							
1	on how fungal spores are dispersed - tories bring 'em back from lederhosen rallies in the black forest:	0							
1	if you're with metropcs then this is probably the best phone you can buy	1							
1	now i kinda regret not going to bolder on friday.  #fuckme	-1							
1	"schedule] tiffany, cnblue's yonghwa and b2st's kikwang will mc for the sbs k-pop super concert in america on nov 10	0	1	11101011110100, 110100, 011011000110, 11100110010, 11100110110, 11111110101110, 1111110010100, 11100110101, 11110101101001, 1111011111010111, 11111111010, 100110111, 1011100, 10111111, 10111110, 001110111, 111001110, 10010, 1111011110111100, 1110010101, 1110101111101"""	0							
1	"lots of hot toddies needed! got tickets to see you at rich mix on sunday as part of a birthday treat, hope you're better by then!"	1							
1	do you expect tomorrow's last lap to be action-packed like today's nns? a g-w-c would be interesting. #thrillingclimax	1							
1	"anyone want to see knife party, tommy trash, kill the noise, style of eye, baauer & destructo on oct 26 in nyc?"	0							
1	"how is the racism, threats, & hatred shown toward entire zimmerman family different than any racism that george may have had? #hypocrites"	-1							
1	"openstack is powering production clouds. in this general session at the 11th international cloud expo, nebula ce..."	0							
1	btw come rock with us on sat in covina. ill be in costume. wear yours as well so i don't feel like in 12z	1							
1	saw lou on monday- tell me how she's improved!	0							
1	aww thank you danica! you are an amazing person with so much talent and love! hope to see you in miami this coming march.	1							
1	4 dead americans in #benghazi apparently are a lesser tragedy than death of trayvon martin may he rip.	-1							
1	norma they are cat 1 bought on 1st day they released. cant tell exact seats till 2 morrow in work computer from ticketek.	0							
1	malkin playing thursday: quotepenguins center evgeni malkin is set to play his first game of the season ...  #hockey	0							
1	hahaaa.  i'm going to lp on saturday	1							
1	"just writing a preview for saturday's visit of barnet, can't help but get excited about the visit of edgar davids. he was a childhood icon."	1							
1	fashion tip for everyone at the derby tomorrow	0							
1	see you sat at pacha buenos aires! release yourself radio - guest mix from anil chawla by roger sanchez via #soundcloud	0							
1	last tuesday we asked \who is the greatest england captain ever?\ and the winner is steven gerrard (50% of votes). 2nd place for bobby moore	1							
1	we're going to be here tomorrow - have lots to swap! london children's book swap  via	0							
1	my new sounds: march of the ants + food scarce at the valley.mp3  on #soundcloud	0							
1	"#commit2mitt bus tour stops: avon lake, fairview park, mentor, chardon & kent.  hope to see you there tomorrow!"	1							
1	"won twice on the last day to stay up. finished 10th and carling cup final. sent west ham down!!! lot of good times, more to come"	1							
1	i may be the only person in pottstown right now?	0							
1	see robbie keane jumping off the bench claiming that 4th goal!! #greathattickfromrobbie	1							
1	"if  didn't like coloccini being likened to bobby moore, he will hate mon claiming mcclean and johnson 'class' #safc #nufc"	-1							
1	will anyone of you go on the one direction concert on april 1st 2013 in london o2 arena? :) x	0							
1	"nov 16th in natchitoches, la. ya boy putting da belt on da line. it's going down. i want my people to be there... get at me!!! #whoopwhoop!!"	1							
1	james martin could have you on saturday morning kitching 'this will go wonderfully with the lamb; a real musty scrote aroma'	1							
1	"sacha baron cohen to star as freddie mercury. he's the only one for the role, imho.  via"	1							
1	will you be in myanmar on saturday? i work with tom at spark pr in bkk. we have an event on saturday in yangon with visa	0							
1	"this saturday we're in scenic petrolia - come one, come all to the mattole valley community center's mid-summer..."	0							
1	"still time to ask saturday kitchen legend james martin a question, he's just given us the lowdown on strictly"	0							
1	enter our competition to win a london children's map puzzle just follow and rt.closes tomorrow  don't miss out!	0							
1	i think big bang should tell us where they're celebrating top's birthday on sunday so vips can come celebrate together with them ^^ lol	1							
1	"how do you say, \delicious!!\ in spanish? #riogrind is gonna have  hanging out on saturday. latin fever!"	1							
1	"oh ok, my husband love going to the valley, his b-day n jan. sounds good to me"	1							
1	im trying out for the nfl combine when i get out of college #youcanbelievethat	0							
1	total rainfall @ bdr since september 1 is 7.64\ which is more than double the normal (3.72\) through the same period.	0							
1	"lost & found pic. 2nd day in korea, breakfast at olympic park #korea #vacation #seoul #2012trip"	0							
1	"rave reviews...book now!      sat 3rd, 7:30, the cabinet maker's daughter at shaftesbury arts centre. spread the word!"	0							
1	headed back to huntsville this weekend just for this alumni stuff goin down friday	0							
1	"news: sydney, oct 12 (ani): pacer james anderson attacked an \arrogant\ michael clarke with a batsman's pad in the dressing room afte..."	-1							
1	they may not be the best looking of preds but they sure are comfy and snug!! worth it plus swag colours!	1							
1	who's going joseph wright tomorrow?	0							
1	\ attn: wrestlers- still time to join this sunday's seminar/tryout. here's the info:	0							
1	jean dujardin on saturday night live dancing with zooey deschanel and kristen wiig! holy. frigging. crap. #mindblowing	0							
1	\ evgeni malkin and sergei gonchar will make their season debut with metallurg magnitogorsk on thursday.\ kulemin & sid nxt	0							
1	thanks for making this snowy day so pleasant!  echo and penny will be in friday morning at 10!	1							
1	mtsu just beat wku 34-29. the sun belt is really starting to get interesting. have to take care of business on saturday! #packattack	1							
1	1st george clooney 2nd joseph gordon (older and younger ) winky face with a capital d	0							
1	"oh snap! another sunday pool party at shore club in miami with ryan morales, jason vernau and ollie sanders!!! we'll see you out there!"	1							
1	everyone go to volleyball game monday at 7 in the ac	0							
1	we're going to be here tomorrow - have lots to swap! london children's book swap  via	0							
1	fab review of the wonderful kneehigh's production of steptoe & son in today's echo. runs until sat. don't miss!	1							
1	"to stand a chance of winning tickets to this vip private red carpet screening, visit the centre court on friday or..."	0							
1	someone be sure to tell george clooney to keep the andrea gail at the dock tomorrow.  read	0							
1	"\due to the after-effects of hurricane sandy, fantazia 360 is cancelled for this saturday at the liacouras center!!!\"	0							
1	i wish i lived with laurin randle...i dnt see her enough after 5th period.!	1							
1	i went to jungle island in february. i prefer the miami metro zoo tho	0							
1	\milkily handsome in the manner of a cinematically doomed first world war infantryman\:  on michael clarke	0							
1	"today's answer: stone has received 3 academy awards for his work on the films midnight express, platoon, and born on the fourth of july."	0							
1	"may be not sachin, but virat kohli definitely reminds one of ricky ponting. the authority with which he makes his strokes quite similar..."	0							
1	"happy birthday to my ace, bestfriend & lowkey sister  ..!! hope you have fun, see you sunday so we can turn up!! #ayyyeee"	1							
1	i'm not even gonna bother watching eurosong tonight. saw enough of it on tuesday.	-1							
1	i'm not dealing with anyone's shit tomorrow so fernando and jacob fuck off .	-1							
1	#canada #sweden jason vernau live @ set nightclub miami february 25th 2012:      jason vernau is back with some ...	0							
1	playing a show in eugene tomorrow w/ bill more @ the black forest. if you're still around pop on by!	0							
1	25th of july. 7pm at volstead (it's a bar). can you mc for a quiz night?	0							
1	"people are going to think i'm a devil tomorrow, but no i'm actually meryl streep in the devil wears prada duh"	0							
1	i'll be in cypress tonight and tomorrow night! i better see you!	1							
1	#boom!!! come party with the mb family next saturday night at sydney's infamous red room! nrl & super rugby	0							
1	"\everyone deserves somebody who makes them look forward to tomorrow\ for rushers, it's big time rush :)"	1							
1	going to the berkmar game tomorrow.	0							
1	"driving back down the a1 on tues afternoon at j43 near m62, i saw a red kite. i've never seen one north of oxford before."	0							
1	(he's got quite the backup!)  george harrison playing here comes the sun:  via	0							
1	'these birds dont buy the sun' banner at the carling cup final for mikey dye and the 96 #dontbuythesun	0							
1	be sure to follow the #coyotes affiliate in the american hockey league  -  they start training camp on saturday.	0							
1	"buy 1 get 1 free tiket the greatest hits tour blue, a1, & jeff timmons 98 degrees  only for tommorow 19 feb puri mall  & pondok indah mall 1"	1							
1	"oscars 1st time at nursery tomorrow, they can wear fancy dress being halloween ,damn it had not planned for that. #mommyonamission"	0							
1	"live blog - friday, november 2 at noon edt: the breeders' cup is here. join, tom, pete, and frank to talk about ..."	0							
1	"i'm just suggesting it for the sake of completeness, a la polaris's may 31st deadline & academy awards' dec. 31."	0							
1	"good luck for saturday pal, can't wait to see you fight against what i assume will be devon alexander."	1							
1	mvp - chris paul 6th man - jason terry defensive player - iman shumpert most improved - paul george coach of the year - george karl	0							
1	"if you want more books to read during the summer months, then go to book swap at starbucks, landmark on tuesday..."	0							
1	watching \ good deeds\ for the 1st time and i think i already know how tht movie gonna turned out. smh	0							
1	"tottenham striker emmanuel adebayor missed training today, and won't play in the europa league on thursday, because of a hamstring injury."	-1							
1	"mxm wena rebo, i know how to..and you guys are flooding up my e-mails.tltltltltlltltlt.rebo and tk, ost tomorrow night???"	0							
1	"an informal networking day about digital publishing, bethnal green, 8 nov...."	0							
1	currently at the london children's museum. then #dragonslive later. then to goderich until tomorrow.	0							
1	the bbc are asking if last night's carling cup 4th round tie between reading and arsenal was the greatest cup tie of all time. honestly.	1							
1	the galaxy s iii will be available in select stores this weekend and in all metropcs stores and our website on monday the 22nd.jg	0							
1	"the jazz agreed thursday to a three-year, $5.5 million deal with forward jeremy evans, the salt lake tribune has ..."	0							
1	yes but we have lots of fun planned for sat. james martin will be on top form with saturday kitchen plus a big surprise tba!	1							
1	how jokes is it that edgar davids plays for barnet now and wtf happened in the leeds-wednesday game tonight?!?!	-1							
1	"13 may 2012 begins my run of teaching happiest baby on the block at arnold rec center. pregnant moms & dads,..."	0							
1	it's conference championship weekend at ncs!! come out tomorrow to cheer our raiders on to victory in the vic and...	0							
1	rick stein has taken over padstow; why should damien hirst be allowed to destroy the aesthetic appeal of ilfracombe?	0							
1	don't forget to get your self out to bettyvirginia park tomorrow @ 10am for the kickball tournament! #ipittythefoolthatcantkickitoldschool	1							
1	"sprint takes control of clearwire; now owns 51% stake, may buy it outright"	0							
1	"one word-download !!!!! you and your girlfriend, sat watching rammstein, you know you want to. you can do it"	0							
1	departure of ship: arabian oryx port: abu dhabi time: nov 2 2012 6:41am (utc) (time of arrival/departure is the time the vessel a...	0							
1	"if you're looking for the gs3 off contract, it hits metropcs next monday -  by"	0							
1	"its my birthday on the east coast now. i was born est, so i get to party now.   i live on the west coast so the party will last till monday"	1							
1	#trayvon my daily tweet (9/15) in memory of trayvon martin- killed 203 days ago. ~may you rest in peace~ (keep family in your prayers -love)	0							
1	"#mt \ 'the artist,' posted new thursday at netflix instant. the surprise winner at the oscars. my review:"	0							
